district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,num_top_schools,percent_top_schools,avg_school_rating,best_rating,percent_students_in_top_schools,total_students,median_sale_price,median_sale_price_per_sqft,total_sales
2510980,Southborough School District,"Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0.0,6.0,6,0.0,320,520000,214.85182632667127,405
2511250,Stoughton School District,"Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",1,0.2,6.8,9,0.155946601941748,1648,283300,175.26071842410198,1062
2511310,Sturbridge School District,"Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0.0,7.0,7,0.0,976,255000,140.0,425
2511340,Sudbury School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",3,0.75,9.25,10,0.739884393063584,1903,675000,242.600679281902,808
2511400,Sutton School District,"Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0.0,6.0,6,0.0,376,323000,162.03703703703704,357
2511430,Swampscott School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0.0,6.25,8,0.0,1571,450000,265.214963707426,117
2511520,Taunton School District,"Providence, RI","Providence-Warwick, RI-MA","Providence-Warwick, RI-MA",0,0.0,4.0,7,0.0,2594,229000,144.20410427066003,1864
2511580,Tewksbury School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0.0,4.67,6,0.0,1196,331000,205.8235294117647,1284
2511670,Topsfield School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",1,1.0,9.0,9,1.0,263,532000,216.34615384615384,255
2511760,Tyngsborough School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0.0,5.0,5,0.0,851,303400,162.74787535410766,515
2511850,Uxbridge School District,"Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0.0,7.0,7,0.0,662,260400,148.56189008731383,550
2511970,Walpole School District,"Boston, MA","Boston, MA","Boston-Cambridge-Newton, MA-NH",2,0.5,8.0,10,0.519198664440735,1797,416000,222.72727272727272,958
2512000,Waltham School District,"Boston, MA","Cambridge-Newton-Framingham, MA","Boston-Cambridge-Newton, MA-NH",0,0.0,6.0,8,0.0,2690,428750,284.6015578190533,2161
2512030,Ware School District,"Springfield, MA","Springfield, MA","Springfield, MA",0,0.0,3.0,3,0.0,321,150500,104.16666666666667,4
2512240,Webster School District,"Worcester, MA","Worcester, MA-CT","Worcester, MA-CT",0,0.0,1.0,1,0.0,585,180000,121.17169373549883,565
